treatment_effect_hat,standard_error_HC3,ci_lower,ci_upper,ci_length,covered,n_selected_outcome_controls,n_selected_treatment_controls,lasso_penalty,outcome_lasso_penalty,treatment_lasso_penalty
1.9556160030073606,0.0978654128138189,1.763803318560131,2.1474286874545903,0.3836253688944593,1,26,34,0.20865187748780661,0.20865187748780661,0.07999973729286076
2.361673909524498,0.14428633043049316,2.078877898419286,2.64446992062971,0.5655920222104243,0,41,60,0.14539407199967758,0.14539407199967758,0.04169695942358041
1.9039822758491218,0.07745177602241635,1.7521795843065229,2.0557849673917206,0.3036053830851977,1,9,11,0.3017845683111239,0.3017845683111239,0.1477048995167624
2.2751725186481857,0.10919442738237534,2.0611553736662556,2.489189663630116,0.4280342899638603,0,18,28,0.30438616375738203,0.30438616375738203,0.10255763076211753
1.9302144357277298,0.09183326165444886,1.7502245503021667,2.110204321153293,0.3599797708511261,1,13,16,0.3519557215337514,0.3519557215337514,0.1645207292890967
2.2840621346035253,0.0942317703091926,2.099371258598057,2.4687530106089937,0.3693817520109368,0,12,19,0.4026349885920084,0.4026349885920084,0.14385101395446756
1.5088256025691105,0.08421287886578595,1.3437713929577357,1.6738798121804852,0.33010841922274947,0,40,15,0.17304144142236744,0.17304144142236744,0.13290616842393935
2.0673091984889047,0.0798156339972169,1.9108734304511288,2.2237449665266804,0.3128715360755516,1,25,31,0.25937054839359863,0.25937054839359863,0.10747107426001813
2.374531309306861,0.12870394220596465,2.122276217914846,2.6267864006988764,0.5045101827840304,0,26,39,0.27268460973043984,0.27268460973043984,0.08137533257395903
1.8971487806129304,0.11351136551003778,1.6746705923772942,2.1196269688485665,0.4449563764712723,1,25,18,0.24402861856967947,0.24402861856967947,0.1306387488195402
2.150221477762772,0.08141579759850107,1.9906494466971074,2.3097935088284367,0.3191440621313293,1,20,19,0.35140603170614043,0.35140603170614043,0.14871932557355277
1.734809947511478,0.08297867854825927,1.5721747260721635,1.8974451689507925,0.32527044287862905,0,23,18,0.22267049161121572,0.22267049161121572,0.13299275673853594
1.8570194906586095,0.10735854121904785,1.6466006164365168,2.067438364880702,0.4208377484441854,1,10,10,0.3094392825967565,0.3094392825967565,0.15000239358071563
2.2399557954034375,0.06845645668194436,2.1057836057976003,2.3741279850092747,0.2683443792116744,0,8,11,0.4069127635351335,0.4069127635351335,0.16495701012636935
1.833430354590222,0.07834142284282294,1.6798839873206655,1.9869767218597785,0.307092734539113,0,25,16,0.25224589956616567,0.25224589956616567,0.13603350531395786
1.647309037721056,0.0802114001601023,1.4900975822577252,1.8045204931843868,0.31442291092666164,0,28,18,0.21226849538774534,0.21226849538774534,0.14474215260951495
1.8725527633471821,0.08500363524158268,1.7059486997187003,2.0391568269756637,0.33320812725696336,1,21,12,0.3179231408186074,0.3179231408186074,0.16759229784259816
2.644225506204895,0.17796210257762776,2.2954261945397216,2.9930248178700682,0.6975986233303466,0,23,54,0.24511623149599215,0.24511623149599215,0.054143787326211196
1.9513804074711287,0.07946853629792514,1.7956249384230816,2.107135876519176,0.3115109380960943,1,25,19,0.28267037497429903,0.28267037497429903,0.14028763232883776
2.1123767771223685,0.10155126581072159,1.9133399535489004,2.3114136006958366,0.39807364714693616,1,16,23,0.3060126668372127,0.3060126668372127,0.11799015972107135
1.9365990247895915,0.08767476147106551,1.764759649953163,2.10843839962602,0.34367874967285683,1,14,13,0.3888069690972484,0.3888069690972484,0.21257985380881314
2.5839677012495494,0.1431092446015833,2.303478735975713,2.864456666523386,0.560977930547673,0,33,47,0.2414036455827931,0.2414036455827931,0.06888061494953904
1.387467255561008,0.0644153334920813,1.261215521864392,1.513718989257624,0.25250346739323204,0,45,20,0.15796096782553679,0.15796096782553679,0.14330170275899767
2.125519115987248,0.11748362568716762,1.8952554408672146,2.355782791107281,0.4605273502400664,1,14,14,0.3378302831309083,0.3378302831309083,0.12698573670611088
1.9933089466002822,0.0982028079767011,1.8008349797852454,2.185782913415319,0.3849479336300736,1,16,21,0.2860253114119655,0.2860253114119655,0.12539788432963586
2.2585371000837737,0.11191753058133128,2.0391827709057044,2.477891429261843,0.4387086583561386,0,25,36,0.24398123471010774,0.24398123471010774,0.0890955623436178
2.2581548705513246,0.09363255257635392,2.074638439721118,2.441671301381531,0.36703286166041327,0,12,24,0.44177712421763615,0.44177712421763615,0.13661454584364996
2.261617214216077,0.08211528403061243,2.1006742149357995,2.4225602134963546,0.3218859985605551,0,12,18,0.38064941631848415,0.38064941631848415,0.15302773645283776
2.506025748543053,0.11397737288761184,2.2826342026308417,2.7294172944552644,0.44678309182442266,0,22,41,0.30771822273617006,0.30771822273617006,0.08132079418599493
1.8519013469620489,0.08271646097490397,1.6897800625226242,2.0140226314014735,0.3242425688788493,1,23,19,0.26165367492085756,0.26165367492085756,0.1354966391012556
1.9428961239812281,0.1191948937151637,1.7092784251584277,2.176513822804029,0.4672353976456012,1,33,32,0.21218463705252452,0.21218463705252452,0.08427822755977353
2.0101707149727623,0.11189166419403607,1.7908670829822018,2.229474346963323,0.4386072639811214,1,13,18,0.3242513333104255,0.3242513333104255,0.13486957966562954
2.0694669110935635,0.10054186516858744,1.87240847642465,2.266525345762477,0.39411686933782697,1,37,46,0.1715204423951531,0.1715204423951531,0.06978554542568038
2.0033585184258365,0.07140005349315791,1.8634169850850137,2.1433000517666594,0.27988306668164564,1,13,12,0.3762039386543519,0.3762039386543519,0.16841629631816138
2.031451459570253,0.09246823570788061,1.8502170478688464,2.2126858712716597,0.3624688234028133,1,10,10,0.4004693645524204,0.4004693645524204,0.16992607050865757
