beta1_hat,se_HC3,ci_low,ci_high,ci_length,covered,k_y,k_d,alpha
1.9740210874156765,0.09454501771492285,1.7887162577767264,2.159325917054627,0.37060965927790046,1,22,31,0.17572478082677936
1.986509030355133,0.10536971431899086,1.7799881852286363,2.1930298754816295,0.4130416902529932,1,9,12,0.2854801211524407
1.965320174090905,0.10443108296957204,1.7606390126040297,2.1700013355777803,0.40936232297375064,1,11,9,0.24352640412921253
1.9847198543054876,0.10075407215595056,1.7872455015840747,2.1821942070269005,0.3949487054428258,1,16,20,0.2784785333441063
2.1039373272782353,0.09821732425731129,1.911434909076013,2.2964397454804577,0.3850048364044447,1,14,17,0.34042063243822857
2.1035443767145954,0.10555869806821827,1.8966531302459497,2.310435623183241,0.4137824929372913,1,17,23,0.20235269599996478
2.0501487850035693,0.09180081370413629,1.8702224963919911,2.2300750736151476,0.35985257722315644,1,7,5,0.3687412267988133
2.5412881891452264,0.13897539906809123,2.268901412234686,2.8136749660557667,0.5447735538210807,0,21,42,0.1789455537982758
2.044977914754862,0.07326782390057346,1.9013756186841149,2.188580210825609,0.2872045921414941,1,8,3,0.3710015483949131
2.2041014594197836,0.14039583603196498,1.9289306772177415,2.4792722416218256,0.5503415644040841,1,27,41,0.19156210891175512
2.2226120305504082,0.09119933185663293,2.0438646246972914,2.401359436403525,0.35749481170623376,0,11,11,0.3242743445784264
2.032823229374701,0.0995446132552977,1.837719372539349,2.227927086210053,0.39020771367070406,1,13,16,0.23493274561340086
2.0097206244757286,0.08702322453623745,1.839158238566161,2.1802830103852964,0.3411247718191355,1,10,11,0.29596265954814194
2.431278908290979,0.11205395795096164,2.2116571863819288,2.6509006302000295,0.43924344381810076,0,14,25,0.27729138025322386
1.818472753911936,0.08902196350405549,1.6439929116109482,1.992952596212924,0.3489596846019758,0,11,4,0.21083168212338416
2.1516261750771255,0.09012069938526687,1.9749928500204414,2.3282595001338096,0.3532666501133681,1,15,6,0.24371972214339488
2.033265154688753,0.09588230812021865,1.845339284018552,2.221191025358954,0.3758517413404021,1,16,14,0.2862824021940996
1.9974160771119283,0.08791705934584627,1.825101807167399,2.1697303470564577,0.3446285398890587,1,10,9,0.3021721226382652
1.614621200626733,0.08983357777558298,1.4385506235842127,1.7906917776692535,0.35214115408504076,0,27,9,0.132881897311343
2.0674339763259213,0.10853379172117589,1.854711653446845,2.2801562992049975,0.42544464575815244,1,8,9,0.3264444140627477
1.6574996203020935,0.07069896993765713,1.5189321854802056,1.7960670551239815,0.27713486964377587,0,15,8,0.2191764079152051
1.8042848043376583,0.08394603771110011,1.6397535937790608,1.9688160148962557,0.32906242111719486,0,23,11,0.15931394599103066
2.229545618460665,0.09571835007338185,2.0419410996572394,2.4171501372640902,0.37520903760685087,0,8,9,0.29397807267313614
2.2148474986038362,0.11084855117990303,1.9975883305527813,2.432106666654891,0.43451833610210966,1,14,22,0.2537160451384463
2.1456411404237468,0.08341563854601333,1.9821494931261496,2.309132787721344,0.3269832945951945,1,8,8,0.3250345491065378
2.0949333358787654,0.0934816925713448,1.911712585225084,2.2781540865324468,0.36644150130736275,1,17,6,0.22324355418791905
2.0663511004779735,0.09788837072030969,1.8744934193608613,2.2582087815950858,0.3837153622342244,1,7,10,0.38621685443268056
1.8629072922691607,0.0952968828376089,1.676128834068514,2.0496857504698074,0.3735569164012933,1,29,21,0.1222851559687507
1.8539982067420437,0.08744114494659543,1.6826167118797701,2.0253797016043174,0.3427629897245472,1,19,14,0.19330239867080498
1.976265440577676,0.07071603722118658,1.8376645544947565,2.1148663266605956,0.2772017721658391,1,5,6,0.3964757826883405
1.8028551615127482,0.07479050571918337,1.6562684639176117,1.9494418591078846,0.29317339519027286,0,25,18,0.15704978960762545
1.8992566708842018,0.07126959548320054,1.7595708305443902,2.0389425112240134,0.27937168067962315,1,15,12,0.19129238504865748
1.9218151923959748,0.08961204339258759,1.7461788147654627,2.097451570026487,0.3512727552610242,1,9,9,0.2732800053967626
1.938172860521131,0.10268819701898807,1.736907692726561,2.139438028315701,0.4025303355891401,1,9,11,0.3327047623881911
2.068659409461056,0.08045343430373178,1.9109735757931823,2.2263452431289297,0.3153716673357474,1,7,9,0.3447630542309961
1.9316760004496905,0.0962553169105337,1.7430190459845551,2.1203329549148258,0.3773139089302706,1,16,13,0.21433127660827386
1.9645967669985702,0.0856884668802342,1.796650458022858,2.1325430759742825,0.33589261795142455,1,11,13,0.23707427010152163
1.9335748614160897,0.07948495057490348,1.7777872209763326,2.0893625018558466,0.311575280879514,1,12,6,0.26857244004490666
1.6755626976696425,0.0843804007408915,1.5101801512164383,1.8409452441228467,0.3307650929064083,0,14,11,0.2067582040581116
1.944937989220018,0.08253073374073301,1.7831807234705166,2.1066952549695195,0.3235145314990029,1,7,6,0.33933887172184607
2.241759543912545,0.1204275168015525,2.0057259482339096,2.47779313959118,0.4720671913572705,0,9,7,0.33847197204341145
1.8565289886247456,0.12132333160498236,1.61873962819457,2.0943183490549213,0.47557872086035125,1,17,10,0.2073455468452679
1.9379319060745388,0.08574639523902451,1.769872059601914,2.1059917525471636,0.3361196929452497,1,6,6,0.3336294759103041
2.0221636308314572,0.09348870845885517,1.838929129290936,2.2053981323719785,0.36646900308104247,1,18,21,0.1613241257939669
2.024148646492265,0.10918261808847973,1.8101546473010532,2.2381426456834768,0.4279879983824235,1,16,14,0.21998694098302107
2.0819429563057175,0.09301060563744805,1.8996455190760613,2.2642403935353737,0.3645948744593124,1,10,12,0.341735804011762
1.993633666369363,0.09403494715066255,1.809328556665937,2.177938776072789,0.3686102194068519,1,12,18,0.2531180247143908
1.9735759488707048,0.09576973728655923,1.785870712980186,2.1612811847612234,0.37541047178103737,1,7,7,0.3090345562424686
2.0790351419832382,0.10264424547992329,1.8778561176223003,2.280214166344176,0.40235804872187586,1,5,6,0.33837886925059024
1.9789200429460834,0.08334770352115305,1.8155615458505012,2.1422785400416657,0.3267169941911645,1,7,8,0.3362567249903376
1.5823080817827724,0.10299795929290556,1.3804357910875549,1.7841803724779899,0.403744581390435,0,12,17,0.19505726684774324
2.0534240668294617,0.08873194572006168,1.8795126489399778,2.2273354847189455,0.34782283577896767,1,9,12,0.3033953310732504
1.9914347057898412,0.09551923390168666,1.8042204475116779,2.1786489640680045,0.3744285165563266,1,21,15,0.17606108190837533
1.9798956700566395,0.09579494674759706,1.7921410245304168,2.167650315582862,0.37550929105244535,1,7,6,0.33233329052875094
2.1016969613349312,0.07888627467558966,1.9470827040962413,2.256311218573621,0.30922851447737987,1,8,11,0.35862351362310757
1.7739071212603488,0.07641556687915026,1.6241353623190025,1.923678880201695,0.2995435178826926,0,25,18,0.18161701517392567
1.9379506318907231,0.0958607609993177,1.7500669928014587,2.1258342709799876,0.37576727817852884,1,8,7,0.3292934987879494
2.16638898219145,0.08634861129538128,1.997148813937454,2.335629150445446,0.3384803365079918,1,12,15,0.3006071664279813
2.4808507530389576,0.1272479127190023,2.231449427001817,2.7302520790760982,0.4988026520742812,0,13,26,0.3046191660560325
2.221551828064643,0.13067936129866803,1.965424986396556,2.4776786697327298,0.5122536833361737,1,13,32,0.23794920971442843
2.179139604782203,0.07921693649278792,2.023877262290742,2.334401947273664,0.31052468498292196,0,4,7,0.5197479667267739
1.9576630753300837,0.08102550353338943,1.7988560065754176,2.11647014408475,0.31761413750933243,1,20,15,0.21543311071803742
1.9815277050020055,0.08138018295211302,1.8220254773605835,2.1410299326434274,0.31900445528284394,1,7,8,0.3268714902036853
1.897416597010137,0.0932237939634092,1.7147013183396727,2.0801318756806015,0.3654305573409289,1,20,14,0.23080647085945905
1.6651222785085644,0.0898648417351234,1.4889904252313306,1.8412541317857982,0.3522637065544676,0,22,12,0.15896053367137938
2.0370809992619865,0.08030386589209618,1.8796883142941434,2.1944736842298296,0.3147853699356862,1,7,10,0.345285432680123
1.8444445108860859,0.10603118174831566,1.6366272134211663,2.0522618083510054,0.415634594929839,1,18,14,0.17236174232945778
2.0731228196588094,0.08076868479880456,1.9148191063744848,2.231426532943134,0.31660742656864915,1,4,4,0.45697400016564915
2.051405550127659,0.08374971276673121,1.8872591293892913,2.2155519708660263,0.328292841476735,1,20,19,0.17335356880283678
2.1302887222481943,0.10679648264528621,1.9209714625878764,2.3396059819085124,0.418634519320636,1,12,12,0.2838884286967711
1.8955997102143813,0.07368102937706072,1.7511875462915047,2.040011874137258,0.2888243278457532,1,9,7,0.27126320650342733
1.955017478663582,0.08493423796678257,1.7885494311943337,2.1214855261328305,0.33293609493849674,1,21,10,0.22155679902936384
1.986868324904985,0.10817162789859631,1.7748558300746682,2.198880819735302,0.4240249896606336,1,4,7,0.387345844669417
1.8410855500171153,0.08501423481617615,1.674460711604179,2.0077103884300516,0.3332496768258726,1,16,8,0.22812108722102153
2.13262494574564,0.08269736142686125,1.9705410957325,2.2947087957587797,0.3241677000262797,1,10,13,0.30301770306730397
1.7568193530474092,0.09495106412002134,1.570718687078414,1.9429200190164044,0.37220133193799043,0,8,5,0.31388708022341355
1.9304618162079636,0.07907622880010572,1.7754752557265074,2.0854483766894196,0.3099731209629122,1,7,7,0.36010263103352613
1.8599895357699021,0.0877119656626047,1.688077242057983,2.0319018294818214,0.34382458742383837,1,11,8,0.3229120426060537
2.108929298893297,0.08736923482406599,1.937688745281305,2.280169852505289,0.34248110722398395,1,11,11,0.31739260268716224
1.6699916745389871,0.08516285160178913,1.5030755525787511,1.836907796499223,0.33383224392047195,0,21,15,0.16826757738911277
2.0692672575003224,0.10997080684166566,1.8537284367398468,2.284806078260798,0.4310776415209512,1,4,7,0.37108951882243024
1.9373605517400205,0.1021982008170546,1.7370557588538016,2.1376653446262397,0.4006095857724381,1,3,3,0.3807227300208099
1.6155096450553117,0.09281011935876733,1.4336051537112642,1.7974141363993592,0.36380898268809503,0,15,6,0.19443065488736633
2.0223555965669058,0.08715654537284767,1.8515319066191933,2.1931792865146185,0.34164737989542515,1,14,14,0.21772779316122895
2.3089519213402427,0.1404097197807556,2.0337539274906007,2.584149915189885,0.5503959876992841,0,10,16,0.26519641427786006
2.0024988335897524,0.09961588357813655,1.8072552894884697,2.197742377691035,0.3904870882025655,1,11,12,0.2292090650069674
2.0938472747692205,0.0921206918069482,1.913294036596688,2.274400512941753,0.3611064763450651,1,13,20,0.24228852923524616
1.8939029342649767,0.10896595312924971,1.6803335905905676,2.1074722779393857,0.4271386873488181,1,16,9,0.24548256531817358
1.9720931795533323,0.09255897306774034,1.7906809258945484,2.1535054332121164,0.362824507317568,1,6,5,0.30873085605247697
1.9449712931116532,0.10080112911165003,1.747404710451847,2.1425378757714593,0.3951331653196122,1,12,13,0.3255812052568609
2.34641230938934,0.12007788734967545,2.1110639748443183,2.5817606439343614,0.47069666909004315,0,10,17,0.3156613909070261
1.9335616262976163,0.09250324056555942,1.7522586063358754,2.1148646462593574,0.36260603992348206,1,6,11,0.28435283044803167
