beta1_hat,se_HC3,ci_low,ci_high,ci_length,covered,k_y,k_d,alpha
1.877179466058751,0.06035486288781229,1.758886108506786,1.9954728236107162,0.23658671510393026,0,14,8,0.12140692082414233
1.692259043506776,0.05762709014083665,1.5793120222968928,1.805206064716659,0.22589404241976618,0,25,6,0.12140692082414233
1.815805482584044,0.06582170458391735,1.686797312198531,1.944813652969557,0.2580163407710261,0,27,6,0.12140692082414233
1.7268319185900052,0.08117752172517793,1.5677268996544387,1.8859369375255717,0.318210037871133,0,18,8,0.12140692082414233
1.821898751403408,0.06921611368844882,1.6862376614242185,1.9575598413825974,0.27132217995837893,0,25,5,0.12140692082414233
1.6608292243415947,0.07166458068608497,1.5203692272297034,1.8012892214534861,0.2809199942237828,0,35,6,0.12140692082414233
1.7717099254232629,0.07099372352713415,1.6325647841816862,1.9108550666648396,0.27829028248315346,0,19,9,0.12140692082414233
1.7685284421614984,0.0656521907558049,1.6398525127739674,1.8972043715490294,0.25735185877506206,0,28,11,0.12140692082414233
1.7990289307430172,0.07519247351031368,1.6516543907543204,1.946403470731714,0.2947490799773935,0,22,11,0.12140692082414233
1.7227305746284636,0.07489492193235409,1.5759392250161106,1.8695219242408165,0.2935826992247059,0,25,13,0.12140692082414233
1.8212704795620067,0.0677345512712172,1.6885131985614392,1.9540277605625742,0.265514562001135,0,18,9,0.12140692082414233
1.8685615526425834,0.09047332737318443,1.69123708942964,2.0458860158555265,0.3546489264258865,1,20,5,0.12140692082414233
1.818850607234015,0.06225897852097359,1.696825251618654,1.940875962849376,0.24405071123072197,0,23,10,0.12140692082414233
1.8820435977723675,0.06958204238948755,1.7456653007182326,2.0184218948265027,0.27275659410827013,1,20,9,0.12140692082414233
1.8622928513669124,0.07350288528665384,1.7182298434452918,2.006355859288533,0.28812601584324105,1,18,5,0.12140692082414233
1.752071750696874,0.08168369511976478,1.5919746501379848,1.912168851255763,0.3201942011177783,0,24,8,0.12140692082414233
1.8770710477419355,0.06731813134745135,1.745129934794394,2.009012160689477,0.26388222589508303,1,21,5,0.12140692082414233
1.8988809612849602,0.07622248055643017,1.7494876445820524,2.048274277987868,0.29878663340581557,1,26,10,0.12140692082414233
1.8409787715376682,0.07716377299600533,1.6897405555542733,1.9922169875210631,0.30247643196678986,0,25,7,0.12140692082414233
1.7766613954140826,0.07330116262715325,1.6329937566399488,1.9203290341882164,0.2873352775482676,0,25,7,0.12140692082414233
1.7815860971268198,0.06614186258867505,1.6519504285826194,1.9112217656710202,0.2592713370884008,0,21,9,0.12140692082414233
1.8284792421310994,0.06620847549936607,1.6987130146810392,1.9582454695811595,0.25953245490012034,0,22,7,0.12140692082414233
1.7393017705260423,0.07062459204282358,1.600880113699274,1.8777234273528105,0.2768433136535364,0,22,6,0.12140692082414233
1.918097665999129,0.07136379027981002,1.7782272072504317,2.057968124747826,0.2797409174973944,1,24,8,0.12140692082414233
1.6765949449830924,0.06609482013699225,1.547051477949935,1.8061384120162498,0.2590869340663149,0,16,7,0.12140692082414233
1.7943165456942003,0.06875938690225505,1.6595506237667252,1.9290824676216753,0.2695318438549501,0,23,10,0.12140692082414233
1.7935442337311414,0.06001899129220893,1.6759091724099888,1.911179295052294,0.23527012264230507,0,22,8,0.12140692082414233
1.6868595952029202,0.0659242532974632,1.5576504330321965,1.8160687573736438,0.2584183243414473,0,33,13,0.12140692082414233
1.9018647184147035,0.07383957152849903,1.7571418175849762,2.0465876192444306,0.2894458016594543,1,21,7,0.12140692082414233
1.8812391329105025,0.06542594743294267,1.7530066322875242,2.009471633533481,0.2564650012459566,1,22,11,0.12140692082414233
1.7116905242755915,0.07085743705525323,1.5728124996104813,1.8505685489407018,0.27775604933022047,0,23,6,0.12140692082414233
1.9021450771063013,0.07434117553491511,1.7564390504894976,2.0478511037231053,0.29141205323360775,1,26,8,0.12140692082414233
1.7970410195886635,0.06681518301311219,1.6660856672625113,1.9279963719148157,0.26191070465230437,0,22,6,0.12140692082414233
1.8545572414691245,0.07047604595251143,1.7164267296294122,1.9926877533088367,0.2762610236794245,0,18,7,0.12140692082414233
1.8295283937024784,0.08050536859117463,1.671740770701654,1.9873160167033028,0.31557524600164877,0,18,5,0.12140692082414233
1.6721817006706141,0.0816610973479683,1.512128890930577,1.8322345104106512,0.3201056194800742,0,30,8,0.12140692082414233
1.9554686924288571,0.08271001009083216,1.7933600514898815,2.1175773333678327,0.3242172818779512,1,23,5,0.12140692082414233
