beta1_hat,se_HC3,ci_low,ci_high,ci_length,covered,k_y,k_d,alpha
1.5663572999685416,0.08689092351527282,1.3960542192951824,1.7366603806419008,0.3406061613467184,0,25,9,0.1567356608220752
1.6771784916136117,0.1093557407623584,1.4628451782166905,1.8915118050105328,0.4286666267938424,0,24,9,0.1567356608220752
1.703505759135926,0.09485150896111208,1.517600217692868,1.8894113005789839,0.37181108288611586,0,23,8,0.1567356608220752
1.7026650167364812,0.09943505441295289,1.5077758912863128,1.8975541421866495,0.3897782509003367,0,26,15,0.1567356608220752
1.7681907616880643,0.09320376870771543,1.5855147317975409,1.9508667915785878,0.3653520597810469,0,28,14,0.1567356608220752
1.6420931552610507,0.10373583315713152,1.438774658366817,1.8454116521552844,0.4066369937884673,0,22,9,0.1567356608220752
1.7639185090025578,0.08613821539194332,1.5950907091417952,1.9327463088633203,0.33765559972152515,0,28,9,0.1567356608220752
1.7077052151579102,0.09750580970644453,1.516597339849863,1.8988130904659575,0.3822157506160946,0,26,13,0.1567356608220752
1.8175225350956192,0.08507764454074322,1.6507734159062617,1.9842716542849768,0.33349823837871506,0,21,10,0.1567356608220752
1.5070480539579472,0.08892951240786805,1.332749412475818,1.6813466954400764,0.3485972829642585,0,28,10,0.1567356608220752
1.8953742725807519,0.08702438496851098,1.7248096122657215,2.065938932895782,0.3411293206300605,1,27,8,0.1567356608220752
1.6438068430993003,0.07994460363306129,1.4871182992201701,1.8004953869784304,0.31337708775826023,0,17,5,0.1567356608220752
1.7275556201709983,0.08424004937178323,1.5624481573464273,1.8926630829955693,0.330214925649142,0,27,8,0.1567356608220752
1.8475117908177592,0.10287075117352973,1.6458888234550595,2.049134758180459,0.4032459347253994,1,23,11,0.1567356608220752
1.6998545038114925,0.08960131508276925,1.5242391532818393,1.8754698543411457,0.3512307010593063,0,16,4,0.1567356608220752
1.9473146895365376,0.10478836395444091,1.7419332701869583,2.152696108886117,0.41076283869915886,1,26,6,0.1567356608220752
1.588258156401765,0.0848646147520974,1.4219265679257875,1.7545897448777426,0.332663176951955,0,29,10,0.1567356608220752
1.8347380822715023,0.0851093788445559,1.6679267649895975,2.001549399553407,0.3336226345638096,1,22,9,0.1567356608220752
1.645217060684149,0.09130847464827485,1.4662557388902417,1.8241783824780562,0.35792264358781445,0,24,7,0.1567356608220752
1.729373188553456,0.10949495229230044,1.5147670255716157,1.9439793515352963,0.42921232596368064,0,25,7,0.1567356608220752
1.5607570295160125,0.07314768055343668,1.4173902100786357,1.7041238489533892,0.28673363887475345,0,21,9,0.1567356608220752
1.7079241446364157,0.0839853443853305,1.5433158944119747,1.8725323948608568,0.32921650044888207,0,23,5,0.1567356608220752
1.899481422395618,0.09293920173590278,1.717323934241346,2.08163891054989,0.36431497630854404,1,28,7,0.1567356608220752
1.6130701035986301,0.0968856140839902,1.4231777893739628,1.8029624178232975,0.3797846284493347,0,25,10,0.1567356608220752
1.8221108413232125,0.09764887136493734,1.6307225703169508,2.013499112329474,0.3827765420125233,1,22,6,0.1567356608220752
1.9069640906997436,0.09962577010628162,1.7117011693593644,2.1022270120401227,0.3905258426807583,1,24,6,0.1567356608220752
1.699866291051407,0.09602642486234503,1.5116579567570692,1.888074625345745,0.37641666858867584,0,26,10,0.1567356608220752
1.6403548045628282,0.08796962683521521,1.4679375042323781,1.8127721048932783,0.3448346006609002,0,24,8,0.1567356608220752
1.5934958611275591,0.0826369953004306,1.4315303265481094,1.7554613957070089,0.32393106915889947,0,24,6,0.1567356608220752
1.6591436369591666,0.07462026735279544,1.5128906004309375,1.8053966734873956,0.29250607305645815,0,28,9,0.1567356608220752
1.667221392048198,0.07526591329916084,1.5197029127183284,1.8147398713780676,0.2950369586597392,0,25,13,0.1567356608220752
1.665073221922614,0.06925286746929712,1.529340095856666,1.800806347988562,0.271466252131896,0,19,8,0.1567356608220752
1.722761738865485,0.09096270633962462,1.5444781105035275,1.9010453672274426,0.3565672567239151,0,18,8,0.1567356608220752
1.6524360644014084,0.08009046296699371,1.4954616414809618,1.809410487321855,0.3139488458408932,0,27,10,0.1567356608220752
1.6612061652399484,0.08082101020979472,1.5027998960346067,1.81961243444529,0.31681253841068324,0,25,8,0.1567356608220752
1.6275629530800795,0.08856491980941185,1.4539788999599543,1.8011470062002046,0.3471681062402503,0,20,8,0.1567356608220752
1.650123637819612,0.08195629239554243,1.489492256417915,1.810755019221309,0.32126276280339416,0,24,9,0.1567356608220752
1.7333559924398037,0.08184794539282991,1.5729369672612559,1.8937750176183514,0.32083805035709556,0,24,5,0.1567356608220752
1.5340817172515417,0.08519408067519399,1.3671043874321618,1.7010590470709217,0.3339546596387599,0,19,7,0.1567356608220752
1.7321853129784355,0.08310777959240044,1.5692970581422376,1.8950735678146333,0.3257765096723957,0,19,7,0.1567356608220752
1.9184202498036251,0.1050537146065253,1.7125187527326862,2.124321746874564,0.41180299414187793,1,25,7,0.1567356608220752
1.6605249811269251,0.12114054310122438,1.4230938795809032,1.8979560826729471,0.47486220309204397,0,21,6,0.1567356608220752
1.7000603617276742,0.09004713164677125,1.5235712267888655,1.8765494966664829,0.3529782698776174,0,23,7,0.1567356608220752
1.6155620375715212,0.08455347138597127,1.4498402788871796,1.7812837962558628,0.33144351736868316,0,18,8,0.1567356608220752
1.7016777338544757,0.10004671207738064,1.5055897814111612,1.8977656862977903,0.3921759048866291,0,20,5,0.1567356608220752
1.7933598816077705,0.0865795796829207,1.62366702363263,1.963052739582911,0.3393857159502809,0,25,11,0.1567356608220752
1.6941626023302643,0.09757240643767857,1.5029241998275102,1.8854010048330183,0.38247680500550807,0,24,8,0.1567356608220752
1.6868171354263874,0.0974299106172478,1.4958580195996252,1.8777762512531497,0.38191823165352456,0,21,4,0.1567356608220752
1.826511164023083,0.08482089456745914,1.660265265534394,1.9927570625117719,0.33249179697737796,0,25,5,0.1567356608220752
1.767981988305658,0.08200347726069328,1.60725812626765,1.928705850343666,0.3214477240760161,0,28,8,0.1567356608220752
1.3956551813106617,0.09694169238613141,1.2056529556334834,1.58565740698784,0.38000445135435656,0,20,9,0.1567356608220752
1.7322454561510108,0.07696861164443203,1.5813897493878737,1.8831011629141479,0.3017114135262742,0,19,9,0.1567356608220752
1.7430738179104321,0.0920535763561321,1.5626521236043054,1.923495512216559,0.3608433886122535,0,23,10,0.1567356608220752
