beta1_hat,se_HC3,ci_low,ci_high,ci_length,covered,k_y,k_d,alpha
1.6974477364753677,0.08329901937139544,1.5341846585599284,1.860710814390807,0.32652615583087874,0,18,12,0.30474732498267015
1.7351359815197327,0.07784893760964878,1.5825548675701153,1.88771709546935,0.30516222789923475,0,20,9,0.30474732498267015
1.7267478110141905,0.08191279974702612,1.5662016736371775,1.8872939483912035,0.3210922747540259,0,19,9,0.30474732498267015
1.4692202548613968,0.08696351094687622,1.2987749054363646,1.639665604286429,0.3408906988500644,0,17,7,0.30474732498267015
1.7951030542550577,0.09002158291375219,1.6186639939128171,1.9715421145972982,0.3528781206844811,0,18,10,0.30474732498267015
1.5994432087872092,0.08912256217185563,1.4247661967204404,1.7741202208539781,0.3493540241335378,0,17,11,0.30474732498267015
1.708516444804613,0.09260418174031802,1.527015583775788,1.8900173058334382,0.36300172205765024,0,15,8,0.30474732498267015
1.6655605714492436,0.08015327671224655,1.5084630358503675,1.8226581070481198,0.31419507119775236,0,14,8,0.30474732498267015
1.6493822053192637,0.08754952942746125,1.47778828077801,1.8209761298605174,0.3431878490825073,0,21,9,0.30474732498267015
1.62274632414907,0.08159562502892151,1.462821837796349,1.7826708105017912,0.3198489727054423,0,13,10,0.30474732498267015
1.6609452840496002,0.07601634208187671,1.5119559913326452,1.8099345767665551,0.29797858543390987,0,18,9,0.30474732498267015
1.6935063952795262,0.09711933389663914,1.5031559986395935,1.8838567919194589,0.3807007932798654,0,15,8,0.30474732498267015
1.6049403550405676,0.08355090125833982,1.4411835976983594,1.768697112382776,0.3275135146844166,0,13,8,0.30474732498267015
1.7660555903884618,0.09106629999544838,1.5875689221920628,1.9445422585848608,0.35697333639279805,0,13,6,0.30474732498267015
1.6089545631372864,0.08412110958842693,1.4440802180044225,1.7738289082701502,0.3297486902657276,0,11,8,0.30474732498267015
1.6157204442860658,0.07013233670636397,1.478263590189956,1.7531772983821756,0.2749137081922197,0,20,18,0.30474732498267015
1.649391759201965,0.09296802049093493,1.4671777873257508,1.831605731078179,0.36442794375242826,0,17,8,0.30474732498267015
1.6402889040778161,0.07447982192346035,1.494311135532877,1.7862666726227552,0.2919555370898781,0,15,10,0.30474732498267015
1.625742547613188,0.10018619154795491,1.429381220430965,1.8221038747954108,0.39272265436444576,0,17,9,0.30474732498267015
1.5900857175256449,0.09510473109011934,1.4036838698296443,1.7764875652216454,0.3728036953920011,0,18,7,0.30474732498267015
1.5310929802331765,0.09011821927465073,1.354464516103978,1.7077214443623752,0.3532569282583973,0,18,12,0.30474732498267015
1.6851819481041075,0.09037547491989983,1.5080492721754009,1.8623146240328141,0.35426535185741326,0,21,11,0.30474732498267015
1.5978201739795335,0.09772856839817905,1.4062756996584433,1.7893646483006236,0.38308894864218024,0,18,10,0.30474732498267015
1.7580584789748759,0.08469573117280545,1.5920578962318908,1.924059061717861,0.33200116548597025,0,15,10,0.30474732498267015
1.677154345135844,0.07408306250870153,1.5319542107543593,1.8223544795173285,0.2904002687629692,0,14,6,0.30474732498267015
1.6543402858482925,0.06867347866376862,1.5197427409742261,1.788937830722359,0.2691950897481328,0,18,9,0.30474732498267015
1.6747026455686318,0.10974532370708229,1.4596057636310606,1.889799527506203,0.4301937638751423,0,19,12,0.30474732498267015
1.707787013237895,0.08805078298289273,1.5352106497808728,1.880363376694917,0.3451527269140442,0,14,9,0.30474732498267015
1.623738057101681,0.07698709227621744,1.4728461289658332,1.774629985237529,0.3017838562716957,0,17,12,0.30474732498267015
1.7976663481756083,0.0752026721366279,1.650271819246644,1.9450608771045728,0.29478905785792886,0,16,8,0.30474732498267015
1.7070898039900424,0.09549912338611359,1.519914961598113,1.894264646381972,0.374349684783859,0,18,14,0.30474732498267015
1.6901454929332227,0.0748790639059208,1.5433852244815447,1.8369057613849007,0.293520536903356,0,13,6,0.30474732498267015
1.655836619877772,0.08099982871999271,1.4970798728326733,1.8145933669228709,0.3175134940901976,0,18,8,0.30474732498267015
1.6480346622518365,0.08536417210202427,1.48072395936179,1.815345365141883,0.3346214057800929,0,15,8,0.30474732498267015
1.8192567685832977,0.08581274606324804,1.6510668768848502,1.987446660281745,0.3363797833968949,0,10,6,0.30474732498267015
1.640655120211325,0.07322053251901797,1.497145513545206,1.784164726877444,0.287019213332238,0,19,9,0.30474732498267015
1.7474542744009844,0.07700998735734858,1.5965174727306963,1.8983910760712726,0.3018736033405762,0,17,11,0.30474732498267015
1.7608413829563383,0.08997633090362175,1.5844910149241813,1.9371917509884953,0.35270073606431396,0,14,10,0.30474732498267015
1.6984710030905932,0.11656813548982203,1.4700016557855566,1.9269403503956297,0.4569386946100731,0,13,7,0.30474732498267015
1.7055135104855945,0.09307667777363007,1.52308657424864,1.8879404467225491,0.3648538724739092,0,18,11,0.30474732498267015
1.6542238463063073,0.09651025174674367,1.4650672287437958,1.8433804638688187,0.3783132351250229,0,14,10,0.30474732498267015
1.803788133308616,0.08176534860873459,1.6435309948521342,1.964045271765098,0.32051427691296386,0,18,11,0.30474732498267015
1.8387685127917306,0.09263844470771168,1.6572004975808106,2.020336528002651,0.3631360304218403,1,17,6,0.30474732498267015
1.6473248280526867,0.09337937992505355,1.464304606500899,1.8303450496044742,0.3660404431035751,0,9,6,0.30474732498267015
1.755573023787048,0.07442417485336482,1.6097043214953413,1.9014417260787546,0.29173740458341335,0,22,9,0.30474732498267015
1.6655592485684978,0.08259310935443918,1.5036797288626187,1.827438768274377,0.3237590394117582,0,17,9,0.30474732498267015
