scenario,rows,coverage,treatment_effect_hat_mean,bias,rmse,ci_length_mean,n_selected_outcome_controls_mean,n_selected_treatment_controls_mean,outcome_lasso_penalty_mean,treatment_lasso_penalty_mean,standard_error_HC3_mean
classical_low_dim,500,0.934,2.0136167972421375,0.013616797242137643,0.07113420915947638,0.27478571081673775,3.002,3.076,0.3566710557252221,0.15475686013376508,0.070099683714653
near_p_equals_n,500,0.916,2.017349673742742,0.01734967374274197,0.0761216409933792,0.27321839111709756,5.374,5.576,0.4285200324327031,0.18419094118232368,0.06969984991362321
p_equals_n,500,0.938,2.0224327708765655,0.022432770876565714,0.07276529194520169,0.27370576319798906,5.262,5.692,0.43210031164884316,0.18540615069386582,0.06982418181072333
