treatment_effect_hat,standard_error_HC3,ci_lower,ci_upper,ci_length,covered,n_selected_outcome_controls,n_selected_treatment_controls,lasso_penalty,outcome_lasso_penalty,treatment_lasso_penalty
1.8138394508437914,0.0920839941346206,1.6333581387873375,1.9943207629002453,0.3609626241129078,0,13,15,0.29984921275937976,0.29984921275937976,0.13778709953043342
2.4357170432204085,0.1399920728508673,2.161337622311601,2.710096464129216,0.548758841817615,0,38,58,0.17538045919710504,0.17538045919710504,0.04838305747276932
1.8935855653960711,0.07706521513292185,1.7425405192747132,2.0446306115174293,0.3020900922427161,1,8,10,0.30738379645779995,0.30738379645779995,0.1536648733782128
2.039282832422016,0.08850699881476472,1.8658123023653477,2.2127533624786837,0.34694106011333603,1,14,10,0.3520589090116136,0.3520589090116136,0.16362277761130292
1.868526955920113,0.09576513431025058,1.680830741697381,2.0562231701428453,0.3753924284454644,1,9,10,0.37353227178731574,0.37353227178731574,0.18521576327527678
2.2312538178905275,0.0897736572909936,2.0553006828397384,2.4072069529413165,0.35190627010157804,0,7,13,0.4472675493497846,0.4472675493497846,0.16452167286825914
1.6416265897400861,0.09427194698390365,1.4568569688991655,1.8263962105810068,0.36953924168184127,0,34,12,0.20587013495849735,0.20587013495849735,0.1398505968924327
1.900274806568671,0.07852185907920833,1.7463747907742933,2.054174822363049,0.3078000315887557,1,13,5,0.37519935948906463,0.37519935948906463,0.20150595250329614
1.8705090428132223,0.08817204061081983,1.6976950187726123,2.0433230668538322,0.34562804808121994,1,29,25,0.23445323853602457,0.23445323853602457,0.11727604590667416
2.260346189937189,0.11416065036291825,2.0365954267741997,2.484096953100178,0.4475015263259783,0,4,15,0.4381635852717428,0.4381635852717428,0.13683925047680168
2.228572971424511,0.08319467397611521,2.0655144067257734,2.3916315361232483,0.32611712939747495,0,12,16,0.4150015880779062,0.4150015880779062,0.15571601370779747
2.0142910098280797,0.08007622936883978,1.8573444842473852,2.1712375354087743,0.3138930511613891,1,6,9,0.3994935729219595,0.3994935729219595,0.15704495266348592
1.78168342109144,0.1100284502200866,1.5660316213853123,1.9973352207975679,0.4313035994122556,0,8,5,0.3321935033180377,0.3321935033180377,0.19196808654141584
2.2361911243273696,0.06874805394792131,2.101447414582227,2.370934834072512,0.269487419490285,0,4,6,0.4613168317025647,0.4613168317025647,0.1824111061274842
1.785129999692141,0.07507040662971363,1.6379947063931255,1.9322652929911566,0.29427058659803107,0,18,9,0.27670068330882563,0.27670068330882563,0.16817149087096253
1.4972268137979066,0.07642583482345283,1.347434930055532,1.6470186975402812,0.29958376748474924,0,28,8,0.21351062839613644,0.21351062839613644,0.1926485650664336
1.7820306854705747,0.08151402148534388,1.6222661391242765,1.941795231816873,0.31952909269259644,0,20,8,0.29998398072806043,0.29998398072806043,0.1834148353577961
2.1433751263082272,0.13520655781382696,1.8783751425194937,2.408375110096961,0.5299999675774671,1,23,37,0.2506971733469696,0.2506971733469696,0.08348713579291846
2.2179158610656176,0.08600782026327626,2.0493436309608017,2.3864880911704334,0.3371444602096316,0,2,15,0.5731551174508064,0.5731551174508064,0.17892058988739915
2.0304208791433966,0.09579663252095813,1.8426629295621002,2.218178828724693,0.37551589916259265,1,14,14,0.3218445187126836,0.3218445187126836,0.14027221878046633
2.027536508473376,0.0863791996760202,1.8582363880949824,2.1968366288517696,0.3386002407567872,1,9,6,0.47117174202895407,0.47117174202895407,0.23322105325607415
2.481364392869261,0.14196186853298157,2.2031242433666067,2.759604542371915,0.5564802990053082,0,19,32,0.29968170076955997,0.29968170076955997,0.08704250703081919
1.4173090430374702,0.06464440883281547,1.290608329923269,1.5440097561516715,0.25340142622840256,0,43,20,0.16309263929861464,0.16309263929861464,0.14177025582459146
2.107640220949384,0.12305711789368926,1.8664527018364536,2.3488277400623145,0.4823750382258609,1,11,11,0.3729901535763381,0.3729901535763381,0.13961676928845573
1.9893733361451704,0.09661178309170243,1.800017720803238,2.178728951487103,0.3787112306838649,1,14,18,0.3079487365886408,0.3079487365886408,0.13626248812727512
2.082955939827988,0.10410300567414597,1.878917798024293,2.286994081631683,0.4080762836073901,1,17,21,0.2989133041416725,0.2989133041416725,0.12887831334888789
1.9459562626877243,0.07618792719683451,1.796630669325169,2.0952818560502795,0.2986511867251105,1,2,3,0.545118925350951,0.545118925350951,0.26811120763409874
2.286241094446728,0.08129490998005198,2.1269059987594003,2.445576190134056,0.3186701913746557,0,7,15,0.42638935030873365,0.42638935030873365,0.15845504885083977
2.551273930826248,0.11616812205838474,2.323588595440161,2.7789592662123352,0.4553706707721741,0,13,35,0.38416850048307727,0.38416850048307727,0.09124406458515721
1.8268449013497936,0.07904809478294142,1.6719134825287199,1.9817763201708674,0.3098628376421475,0,22,16,0.2715952139154895,0.2715952139154895,0.14734409088199965
1.9312583170634177,0.11550501014893118,1.7048726571375792,2.1576439769892564,0.4527713198516772,1,24,27,0.23927788220390822,0.23927788220390822,0.09791036151963939
2.029258345082614,0.11836877529590441,1.797259808608527,2.2612568815567013,0.4639970729481744,1,8,17,0.37780254959795195,0.37780254959795195,0.1399832571239128
2.507706313868799,0.12904512511584865,2.2547825162612707,2.7606301114763276,0.505847595215057,0,15,38,0.32083658057282377,0.32083658057282377,0.07520073235085352
2.0255626829019144,0.07031762077062857,1.8877426787129368,2.163382687090892,0.2756400083779553,1,5,9,0.4556381399053481,0.4556381399053481,0.19239213106714792
1.992682605279346,0.09351597343631787,1.8093946653649586,2.1759705451937337,0.36657587982877504,1,9,5,0.40403615421832395,0.40403615421832395,0.18068584039207355
1.9698747841518665,0.08241193787712282,1.8083503540165533,2.1313992142871796,0.3230488602706263,1,10,8,0.3828610430614382,0.3828610430614382,0.19100947563311904
1.7593390575716346,0.09247813202967231,1.5780852494359368,1.9405928657073324,0.3625076162713956,0,11,10,0.30379067667130427,0.30379067667130427,0.14986006284932354
1.9005654519760664,0.08313852180215484,1.737616943515945,2.063513960436188,0.32589701692024287,1,6,2,0.41153334356461524,0.41153334356461524,0.20653039245089863
1.7306349810659503,0.07015908409023451,1.5931257030607735,1.868144259071127,0.2750185560103535,0,19,7,0.2950297611189965,0.2950297611189965,0.2043784707427551
2.110357495033411,0.12585873800142772,1.8636789014109503,2.3570360886558723,0.49335718724492206,1,38,46,0.1919988286150492,0.1919988286150492,0.0670507802902035
2.0369365484586903,0.09137460739841058,1.8578456088563184,2.216027488061062,0.35818187920474376,1,5,5,0.4580888621713887,0.4580888621713887,0.20687912710377931
0.3979237912476329,0.03812306750385671,0.32320395195988444,0.47264363053538133,0.1494396785754969,0,87,12,0.036788815475305804,0.036788815475305804,0.1824282683801685
1.8897390519710546,0.11796626978894179,1.6585294117941933,2.120948692147916,0.4624192803537228,1,41,47,0.1535368978659308,0.1535368978659308,0.06591227441847432
1.6784088958170305,0.09975499955501752,1.482892689411387,1.873925102222674,0.391032412811287,0,33,24,0.19626563844507436,0.19626563844507436,0.12131036068857934
1.7493229559246708,0.08119255110245546,1.5901884799509303,1.9084574318984113,0.31826895194748106,0,32,22,0.21357139355592167,0.21357139355592167,0.11422851712474519
1.8491710506200918,0.08809878032083225,1.6765006141093546,2.0218414871308292,0.34534087302147465,1,12,11,0.3496846239391981,0.3496846239391981,0.16920599305152023
2.0408017166442773,0.10181439953397561,1.8412491604501136,2.240354272838441,0.3991051123883276,1,10,8,0.32997490873414526,0.32997490873414526,0.14536980584234596
2.0212978689139343,0.08812303265476583,1.848579898702146,2.1940158391257225,0.3454359404235765,1,8,13,0.40695046799914286,0.40695046799914286,0.15907209121792068
2.172532171583624,0.08326920034207203,2.0093275378917124,2.335736805275536,0.3264092673838235,0,2,5,0.590391992463335,0.590391992463335,0.23253569006157898
2.1373025429838135,0.11656264823596624,1.9088439504987085,2.3657611354689188,0.4569171849702103,1,16,20,0.3023531630529181,0.3023531630529181,0.1201257990276739
1.9828748408561685,0.09222310474361028,1.8021208770162274,2.16362880469611,0.3615079276798825,1,10,8,0.33416510825083207,0.33416510825083207,0.15798939100379095
2.0329690860192433,0.11303741160784321,1.8114198303622409,2.254518341676246,0.44309851131400513,1,24,27,0.23719562197787789,0.23719562197787789,0.09530901162008051
1.893691436597892,0.08253919751509743,1.731917582155463,2.055465291040321,0.32354770888485795,1,15,12,0.3290558521833329,0.3290558521833329,0.16875086724961486
1.7442485686471791,0.10835622852063533,1.5318742632461422,1.956622874048216,0.42474861080207393,0,45,36,0.15898088499713994,0.15898088499713994,0.08713785471618254
1.8782674816418043,0.08747850808978376,1.7068127563645323,2.049722206919076,0.3429094505545438,1,7,5,0.40780531138451676,0.40780531138451676,0.20640586168461988
2.22343539442571,0.08054708361517611,2.065566011480229,2.3813047773711915,0.3157387658909627,0,8,9,0.4590521936122275,0.4590521936122275,0.191151766738239
2.5308263618493596,0.1409725151696353,2.254525309306848,2.8071274143918714,0.5526021050850236,0,20,36,0.31523699934075033,0.31523699934075033,0.07799575138683662
2.0933800254156534,0.09359691477718751,1.909933443388301,2.276826607443006,0.36689316405470485,1,4,4,0.5199201172603413,0.5199201172603413,0.22291110711959627
1.9530057803331229,0.08069378436153948,1.794848869208264,2.1111626914579817,0.3163138222497177,1,7,10,0.4060333424627678,0.4060333424627678,0.18333681597111726
1.8806040652685718,0.0930164230499358,1.6982952261199564,2.062912904417187,0.3646176782972308,1,15,11,0.34210587987888974,0.34210587987888974,0.1587821064768303
1.7586465836637937,0.08617864973577827,1.589739533945376,1.9275536333822114,0.3378140994368355,0,14,8,0.3492034838553955,0.3492034838553955,0.18498294467852475
2.279936402167124,0.14858788995954092,1.988709489307623,2.5711633150266247,0.5824538257190017,1,13,34,0.2992568462567615,0.2992568462567615,0.0835083130349904
1.9674023788689006,0.09019415985661255,1.7906250739340916,2.1441796838037095,0.35355460986961784,1,4,4,0.43581170447785483,0.43581170447785483,0.18927472449006008
1.8642699187280338,0.08530511111721777,1.6970749732410997,2.031464864214968,0.3343898909738685,1,17,9,0.30019355828479616,0.30019355828479616,0.1672912434205038
2.122337230493939,0.11529582958618102,1.8963615569373566,2.3483129040505215,0.45195134711316487,1,3,22,0.46385459958224295,0.46385459958224295,0.1209942940962358
1.7735526024612898,0.09976877005855538,1.578009406364663,1.9690957985579165,0.3910863921932535,0,14,11,0.257095563212622,0.257095563212622,0.14982117693652883
1.8300185888699225,0.10714718438537886,1.6200139664297075,2.0400232113101375,0.42000924488043,1,28,31,0.2391965996438009,0.2391965996438009,0.11108362108294594
1.4145108653762986,0.08876285464446944,1.2405388671081745,1.5884828636444226,0.3479439965362481,0,43,27,0.14731613750149447,0.14731613750149447,0.1083330110598718
2.092791161075972,0.12103970031863431,1.8555577077519276,2.330024614400017,0.4744669066480893,1,61,68,0.10971029887729346,0.10971029887729346,0.039953558885569
2.199017531157394,0.11605498120094442,1.97155394777707,2.4264811145377183,0.45492716676064826,1,11,18,0.3806980717008239,0.3806980717008239,0.13764970973056395
2.153546598305647,0.10252197729195389,1.9526072151895844,2.35448598142171,0.4018787662321257,1,13,14,0.36832900423742176,0.36832900423742176,0.1609871050894729
1.1011045788703284,0.0796931593172108,0.9449088567943826,1.2573003009462742,0.3123914441518916,0,53,9,0.1237665203165743,0.1237665203165743,0.16163924609126748
1.7494030564975431,0.07449549225347242,1.6033945746701546,1.8954115383249317,0.29201696365477714,0,17,8,0.32397116465126685,0.32397116465126685,0.21309934568951158
2.0937370777524107,0.09519105568056294,1.9071660369681604,2.280308118536661,0.3731420815685007,1,17,16,0.30070568720079927,0.30070568720079927,0.1335004979260738
2.2690658468902165,0.11405635158170001,2.0455195055820465,2.4926121881983865,0.44709268261633994,0,5,13,0.45383651963605304,0.45383651963605304,0.14694353040441926
